Date,Name,CURRENT RATIO,PRICE EARNINGS RATIO,RETURN ON INVESTED CAPITAL,TOTAL DEBT TO TOTAL ASSET,TOTAL DEBT TO TOTAL EQUITY,RETURN ON ASSET RATIO
2016/04/30,TPR ,2.6284,18.1313,14.3559,17.9083,32.6587,9.6343
2016/06/30,TPR ,3.5932,18.1313,14.9836,12.8997,21.6749,10.5373
2016/07/31,TPR ,3.5932,16.7441,14.9836,12.8997,21.6749,10.5373
2016/09/30,TPR ,3.867,16.7441,15.4554,12.6445,21.0451,11.0122
2016/10/31,TPR ,3.867,19.6006,15.4554,12.6445,21.0451,11.0122
2016/12/30,TPR ,4.3527,19.6006,15.3646,12.6968,20.4641,11.155
2017/01/31,TPR ,4.3527,21.9693,15.3646,12.6968,20.4641,11.155
2017/03/31,TPR ,5.2445,21.9693,15.6449,27.0852,52.6167,11.0217
2017/04/30,TPR ,5.2445,18.9681,15.6449,27.0852,52.6167,11.0217
2017/06/30,TPR ,1.7421,18.9681,10.9744,36.07,91.4558,7.5737
2017/07/31,TPR ,1.7421,18.118,10.9744,36.07,91.4558,7.5737
2017/09/29,TPR ,1.8957,18.118,7.7322,35.9314,91.1406,5.2533
2017/10/31,TPR ,1.8957,20.8501,7.7322,35.9314,91.1406,5.2533
2017/12/29,TPR ,2.6605,20.8501,9.1727,24.2896,50.9943,6.0005
2018/01/31,TPR ,2.6605,17.7189,9.1727,24.2896,50.9943,6.0005
2018/03/30,TPR ,2.5928,17.7189,9.3617,23.9672,49.3312,6.355
2018/04/30,TPR ,2.5928,18.5977,9.3617,23.9672,49.3312,6.355
2018/06/29,TPR ,2.7435,18.5977,10.8495,23.8867,48.3805,7.593
2018/07/31,TPR ,2.6163,18.5977,14.055,22.498,45.915,9.9873
2018/09/28,TPR ,2.6163,12.482,14.055,22.498,45.915,9.9873
2018/10/31,TPR ,2.6163,12.6028,14.055,22.498,45.915,9.9873
2018/12/31,TPR ,2.6715,12.6028,14.5088,22.9874,45.3727,10.4175
2019/01/31,TPR ,2.6715,12.3384,14.5088,22.9874,45.3727,10.4175
2019/03/29,TPR ,2.7852,12.3384,13.3575,23.3042,45.6168,9.4928
2019/04/30,TPR ,1.8184,12.3384,9.6755,46.1237,126.2594,7.1416
2019/06/28,TPR ,1.8184,10.4862,9.6755,46.1237,126.2594,7.1416
2019/07/31,TPR ,2.0054,10.4862,10.0366,44.0765,115.4196,7.3972
2019/09/30,TPR ,2.0054,10.737,10.0366,44.0765,115.4196,7.3972
2019/10/31,TPR ,1.8719,10.737,-2.6101,49.7856,150.989,-2.8465
2019/12/31,TPR ,1.8719,7.1054,-2.6101,49.7856,150.989,-2.8465
2020/01/31,TPR ,1.4655,7.1054,-9.7324,56.7035,197.3862,-8.8113
2020/03/31,TPR ,1.4655,13.7442,-9.7324,56.7035,197.3862,-8.8113
2020/04/30,TPR ,1.5643,13.7442,-5.4916,53.9319,173.3726,-5.3113
2020/06/30,TPR ,1.5643,9.4573,-5.4916,53.9319,173.3726,-5.3113
2020/07/31,TPR ,1.8767,9.4573,-5.24,46.7891,131.9231,-5.0823
2020/09/30,TPR ,1.8767,18.1924,-5.24,46.7891,131.9231,-5.0823
2020/10/31,TPR ,2.2435,18.1924,6.1041,44.2568,116.932,4.3364
2020/12/31,TPR ,2.2435,16.5554,6.1041,44.2568,116.932,4.3364
2021/01/31,TPR ,2.2435,17.4673,6.1041,44.2568,116.932,4.3364
2021/03/31,TPR ,2.3673,17.4673,13.039,41.0431,105.5564,10.2314
2021/04/30,TPR ,2.3673,10.6443,13.039,41.0431,105.5564,10.2314
2021/06/30,TPR ,1.8743,10.6443,13.1495,42.1694,107.2857,10.2728
2021/07/31,TPR ,1.8743,11.9858,13.1495,42.1694,107.2857,10.2728
2021/09/30,TPR ,1.6589,11.9858,14.4798,41.8178,113.2712,10.4019
2021/10/31,TPR ,1.6589,10.9673,14.4798,41.8178,113.2712,10.4019
2021/12/31,TPR ,1.4761,10.9673,15.6148,44.376,128.4576,11.3341
2022/01/31,TPR ,1.4761,8.9969,15.6148,44.376,128.4576,11.3341
2022/03/31,TPR ,1.7523,8.9969,15.2978,44.9383,142.8528,10.9447
2022/04/30,TPR ,1.7523,8.3253,15.2978,44.9383,142.8528,10.9447
2022/06/30,TPR ,1.8247,8.3253,15.2053,45.7288,143.5488,10.9274
2022/07/31,TPR ,1.8247,11.0552,15.2053,45.7288,143.5488,10.9274
2022/09/30,TPR ,1.8666,11.0552,14.6372,45.5585,142.9405,11.0186
2022/10/31,TPR ,1.8666,12.5155,14.6372,45.5585,142.9405,11.0186
2000/04/30,TRGP ,,,,,,
2000/06/30,TRGP ,,,,,,
2000/07/31,TRGP ,,,,,,
2000/09/29,TRGP ,,,,,,
2000/10/31,TRGP ,,,,,,
2000/12/29,TRGP ,,,,,,
2001/01/31,TRGP ,,,,,,
2001/03/30,TRGP ,,,,,,
2001/04/30,TRGP ,,,,,,
2001/06/29,TRGP ,,,,,,
2001/07/31,TRGP ,,,,,,
2001/09/28,TRGP ,,,,,,
2001/10/31,TRGP ,,,,,,
2001/12/31,TRGP ,,,,,,
2002/01/31,TRGP ,,,,,,
2002/03/29,TRGP ,,,,,,
2002/04/30,TRGP ,,,,,,
2002/06/28,TRGP ,,,,,,
2002/07/31,TRGP ,,,,,,
2002/09/30,TRGP ,,,,,,
2002/10/31,TRGP ,,,,,,
2002/12/31,TRGP ,,,,,,
2003/01/31,TRGP ,,,,,,
2003/03/31,TRGP ,,,,,,
2003/04/30,TRGP ,,,,,,
2003/06/30,TRGP ,,,,,,
2003/07/31,TRGP ,,,,,,
2003/09/30,TRGP ,,,,,,
2003/10/31,TRGP ,,,,,,
2003/12/31,TRGP ,,,,,,
2004/01/31,TRGP ,,,,,,
2004/03/31,TRGP ,,,,,,
2004/04/30,TRGP ,,,,,,
2004/06/30,TRGP ,,,,,,
2004/07/31,TRGP ,,,,,,
2004/09/30,TRGP ,,,,,,
2004/10/31,TRGP ,,,,,,
2004/12/31,TRGP ,,,,,,
2005/01/31,TRGP ,,,,,,
2005/03/31,TRGP ,,,,,,
2005/04/30,TRGP ,,,,,,
2005/06/30,TRGP ,1.5309,,,48.0751,152.4517,
